Date,ServiceCategory,MarketingChannel,Season,CustomerType,AdSpend,Conversions,Revenue,DayName,MonthName,Year,ConversionRate,ROI,RevenuePerConversion,CustomerFlag,Segment,SpendPerConversion,PerformanceScore,LoyaltyPotential,ChannelEfficiency,Cost_per_Conversion
2024-07-12,Sandwich,Flyers,Fall,New,158.53,3,37.78,Friday,July,2024,0.018923862991231943,0.23831451460291428,12.593333333333334,0,New_Flyers,52.843333333333334,0.004509831223167494,0.0,0.018923862991231943,52.843333333333334
2025-01-07,Smoothie,Google Ads,Spring,New,90.37,5,95.57,Tuesday,January,2025,0.05532809560694921,1.057541219431227,19.113999999999997,0,New_Google Ads,18.074,0.058511741696980576,0.0,0.05532809560694921,18.074
2024-05-10,Coffee,Instagram,Spring,New,68.82,10,257.1,Friday,May,2024,0.14530659691950015,3.7358326068003493,25.71,0,New_Instagram,6.882,0.5428411227550639,0.0,0.14530659691950015,6.882
2024-06-06,Sandwich,Google Ads,Summer,New,32.63,3,120.23,Thursday,June,2024,0.09193993257738277,3.684646031259577,40.07666666666667,0,New_Google Ads,10.876666666666667,0.3387661076855265,0.0,0.09193993257738277,10.876666666666667
2024-08-29,Sandwich,Google Ads,Winter,Returning,158.02,5,155.67,Thursday,August,2024,0.0316415643589419,0.9851284647512971,31.133999999999997,1,Returning_Google Ads,31.604000000000003,0.031171005719253797,0.9851284647512971,0.0316415643589419,31.604000000000003
2024-11-17,Coffee,Referral,Fall,New,59.16,9,57.56,Sunday,November,2024,0.15212981744421908,0.9729546991210278,6.395555555555556,0,New_Referral,6.573333333333333,0.14801542075877708,0.0,0.15212981744421908,6.573333333333333
2024-12-21,Sandwich,Instagram,Winter,Returning,172.84,10,344.72,Saturday,December,2024,0.05785697755149271,1.9944457301550569,34.472,1,Returning_Instagram,17.284,0.11539260183725161,1.9944457301550569,0.05785697755149271,17.284
2024-07-18,Pastry,Google Ads,Fall,New,70.08,3,65.89,Thursday,July,2024,0.04280821917808219,0.9402111872146119,21.963333333333335,0,New_Google Ads,23.36,0.04024876657596797,0.0,0.04280821917808219,23.36
2024-07-09,Coffee,Flyers,Fall,Returning,117.6,9,438.28,Tuesday,July,2024,0.07653061224489796,3.7268707482993197,48.69777777777777,1,Returning_Flyers,13.066666666666666,0.28521970012494796,3.2240023204473434,0.07653061224489796,13.066666666666666
2024-11-10,Sandwich,Instagram,Fall,New,131.56,6,243.77,Sunday,November,2024,0.04560656734569778,1.8529188203101248,40.62833333333334,0,New_Instagram,21.926666666666666,0.08450526696458459,0.0,0.04560656734569778,21.926666666666666
2025-02-10,Sandwich,Instagram,Summer,New,11.6,1,42.7,Monday,February,2025,0.08620689655172414,3.681034482758621,42.7,0,New_Instagram,11.6,0.3173305588585018,0.0,0.08620689655172414,11.6
2024-05-18,Smoothie,Google Ads,Spring,New,138.53,2,16.92,Saturday,May,2024,0.014437305998700642,0.12213960874900745,8.46,0,New_Google Ads,69.265,0.0017633669060709946,0.0,0.014437305998700642,69.265
2024-11-25,Coffee,Referral,Fall,Returning,130.27,6,53.04,Monday,November,2024,0.04605818684271129,0.4071543716895678,8.84,1,Returning_Referral,21.71166666666667,0.018752792125104834,0.4071543716895678,0.04605818684271129,21.71166666666667
2025-01-24,Sandwich,Google Ads,Spring,New,77.65,10,207.12,Friday,January,2025,0.12878300064391499,2.6673535093367673,20.712,0,New_Google Ads,7.765000000000001,0.3435097887104658,0.0,0.12878300064391499,7.765000000000001
2024-06-22,Smoothie,Instagram,Summer,New,135.6,6,284.43,Saturday,June,2024,0.04424778761061947,2.097566371681416,47.405,0,New_Instagram,22.599999999999998,0.09281267131333698,0.0,0.04424778761061947,22.599999999999998
2024-08-05,Sandwich,Instagram,Winter,Returning,126.96,10,106.86,Monday,August,2024,0.07876496534341525,0.8416824196597353,10.686,1,Returning_Instagram,12.696,0.06629508661466094,0.8416824196597353,0.07876496534341525,12.696
2024-05-03,Smoothie,Flyers,Spring,New,56.53,3,147.13,Friday,May,2024,0.05306916681408102,2.6026888377852466,49.04333333333333,0,New_Flyers,18.843333333333334,0.13812252809757192,0.0,0.05306916681408102,18.843333333333334
2024-07-21,Pastry,Instagram,Fall,New,168.0,10,217.44,Sunday,July,2024,0.05952380952380952,1.2942857142857143,21.744,0,New_Instagram,16.8,0.0770408163265306,0.0,0.05952380952380952,16.8
2024-08-24,Smoothie,Google Ads,Winter,New,90.06,8,387.93,Saturday,August,2024,0.08882966910948256,4.307461692205196,48.49125,0,New_Google Ads,11.2575,0.38263039682035943,0.0,0.08882966910948256,11.2575
2024-09-14,Coffee,Google Ads,Spring,New,51.09,4,122.22,Saturday,September,2024,0.07829320806420043,2.392248972401644,30.555,0,New_Google Ads,12.7725,0.18729684653761158,0.0,0.07829320806420043,12.7725
2024-08-01,Pastry,Flyers,Winter,Returning,188.77,6,34.58,Thursday,August,2024,0.03178471155374265,0.1831858875880701,5.763333333333333,1,Returning_Flyers,31.46166666666667,0.005822510597703134,0.1831858875880701,0.03178471155374265,31.46166666666667
2024-12-07,Pastry,Referral,Winter,New,144.19,8,47.0,Saturday,December,2024,0.05548234967750884,0.32595880435536445,5.875,0,New_Referral,18.02375,0.018084960363707023,0.0,0.05548234967750884,18.02375
2025-02-08,Sandwich,Google Ads,Summer,Returning,153.03,8,274.92,Saturday,February,2025,0.052277331242240085,1.7965104881395806,34.365,1,Returning_Google Ads,19.12875,0.09391677386863129,1.7965104881395806,0.052277331242240085,19.12875
2024-09-03,Coffee,Google Ads,Spring,New,151.66,10,458.21,Tuesday,September,2024,0.06593696426216537,3.0212976394566793,45.821,0,New_Google Ads,15.166,0.19921519447821967,0.0,0.06593696426216537,15.166
2024-10-05,Pastry,Flyers,Summer,Returning,48.18,8,64.05,Saturday,October,2024,0.16604400166044,1.3293897882938979,8.00625,1,Returning_Flyers,6.0225,0.22073720021484397,1.3293897882938979,0.16604400166044,6.0225
2024-08-22,Smoothie,Flyers,Winter,Returning,147.63,4,126.69,Thursday,August,2024,0.0270947639368692,0.8581589107904898,31.6725,1,Returning_Flyers,36.9075,0.023251613108189118,0.8581589107904898,0.0270947639368692,36.9075
2024-07-26,Sandwich,Flyers,Fall,New,14.54,4,151.23,Friday,July,2024,0.18808314201505583,5.815488989814098,37.8075,0,New_Flyers,3.635,0.5606004644868534,0.0,0.18808314201505583,3.635
2024-10-14,Coffee,Instagram,Summer,Returning,191.94,5,107.1,Monday,October,2024,0.026049807231426487,0.5579868708971554,21.419999999999998,1,Returning_Instagram,38.388,0.014535450424537756,0.5579868708971554,0.026049807231426487,38.388
2024-05-11,Sandwich,Referral,Spring,Returning,167.43,6,218.27,Saturday,May,2024,0.035835871707579285,1.3036492862688884,36.37833333333334,1,Returning_Referral,27.905,0.04671740857440919,1.3036492862688884,0.035835871707579285,27.905
2024-10-07,Smoothie,Instagram,Summer,New,39.54,9,71.92,Monday,October,2024,0.18808314201505583,1.8189175518462317,7.9911111111111115,0,New_Instagram,4.3933333333333335,0.4140176521653031,0.0,0.18808314201505583,4.3933333333333335
2024-09-27,Sandwich,Instagram,Spring,New,173.64,5,107.93,Friday,September,2024,0.02879520847730938,0.6215733701912003,21.586000000000002,0,New_Instagram,34.727999999999994,0.017898334778599412,0.0,0.02879520847730938,34.727999999999994
2025-01-05,Pastry,Flyers,Spring,New,146.47,7,41.74,Sunday,January,2025,0.047791356591793545,0.2849730320202089,5.9628571428571435,0,New_Flyers,20.924285714285713,0.013619247792322403,0.0,0.047791356591793545,20.924285714285713
2025-04-16,Pastry,Referral,Winter,New,193.15,3,129.66,Wednesday,April,2025,0.015531969971524721,0.6712917421692984,43.22,0,New_Referral,64.38333333333334,0.010426483181506059,0.0,0.015531969971524721,64.38333333333334
2024-10-21,Pastry,Referral,Summer,Returning,159.61,5,86.81,Monday,October,2024,0.031326357997619195,0.5438882275546645,17.362000000000002,1,Returning_Referral,31.922000000000004,0.017038037327067993,0.5438882275546645,0.031326357997619195,31.922000000000004
2025-04-07,Pastry,Referral,Winter,Returning,23.02,10,447.2,Monday,April,2025,0.18808314201505583,5.815488989814098,44.72,1,Returning_Referral,2.302,0.5606004644868534,3.2240023204473434,0.18808314201505583,2.302
2024-09-20,Sandwich,Referral,Spring,New,66.3,7,83.45,Friday,September,2024,0.10558069381598793,1.2586726998491706,11.921428571428573,0,New_Referral,9.471428571428572,0.13289153693731817,0.0,0.10558069381598793,9.471428571428572
2024-10-07,Pastry,Referral,Summer,Returning,49.53,3,23.61,Monday,October,2024,0.06056935190793458,0.4766807995154452,7.87,1,Returning_Referral,16.51,0.028872247093606612,0.4766807995154452,0.06056935190793458,16.51
2024-05-02,Coffee,Referral,Spring,New,137.55,8,306.97,Thursday,May,2024,0.05816066884769174,2.231697564521992,38.37125,0,New_Referral,17.19375,0.12979702301836374,0.0,0.05816066884769174,17.19375
2025-04-04,Pastry,Google Ads,Winter,New,117.18,6,57.57,Friday,April,2025,0.05120327700972862,0.4912954429083461,9.595,0,New_Google Ads,19.53,0.025155936656853357,0.0,0.05120327700972862,19.53
2025-02-21,Pastry,Referral,Summer,New,185.04,9,56.26,Friday,February,2025,0.048638132295719845,0.3040423692174665,6.251111111111111,0,New_Referral,20.56,0.014788052977503236,0.0,0.048638132295719845,20.56
2024-08-22,Pastry,Google Ads,Winter,New,177.65,3,128.16,Thursday,August,2024,0.016887137630171686,0.7214185195609344,42.72,0,New_Google Ads,59.21666666666667,0.012182693828780204,0.0,0.016887137630171686,59.21666666666667
2024-06-26,Smoothie,Google Ads,Summer,New,159.57,8,270.61,Wednesday,June,2024,0.050134737105972306,1.6958701510308958,33.82625,0,New_Google Ads,19.94625,0.08502200418779951,0.0,0.050134737105972306,19.94625
2024-10-27,Sandwich,Referral,Summer,New,177.64,4,175.97,Sunday,October,2024,0.022517451024544024,0.9905989641972529,43.9925,0,New_Referral,44.41,0.022305763661275683,0.0,0.022517451024544024,44.41
2024-11-06,Smoothie,Referral,Fall,New,23.38,3,92.92,Wednesday,November,2024,0.1283147989734816,3.9743370402053038,30.973333333333333,0,New_Referral,7.793333333333333,0.5099662583668054,0.0,0.1283147989734816,7.793333333333333
2025-03-25,Sandwich,Google Ads,Fall,Returning,140.84,5,126.23,Tuesday,March,2025,0.03550127804600966,0.8962652655495598,25.246000000000002,1,Returning_Google Ads,28.168,0.0318185623952556,0.8962652655495598,0.03550127804600966,28.168
2024-09-16,Pastry,Instagram,Spring,New,196.93,6,243.49,Monday,September,2024,0.0304676788706647,1.236429188036358,40.58166666666667,0,New_Instagram,32.821666666666665,0.037671127447408456,0.0,0.0304676788706647,32.821666666666665
2025-03-17,Sandwich,Google Ads,Fall,Returning,66.7,10,194.5,Monday,March,2025,0.14992503748125938,2.9160419790104948,19.45,1,Returning_Google Ads,6.67,0.4371877030000742,2.9160419790104948,0.14992503748125938,6.67
2025-01-11,Sandwich,Referral,Spring,New,194.31,2,52.65,Saturday,January,2025,0.010292831043178427,0.27095877721167205,26.325,0,New_Referral,69.695,0.0027889329135059654,0.0,0.010292831043178427,97.155
2024-12-13,Coffee,Flyers,Winter,Returning,133.71,9,90.91,Friday,December,2024,0.06730984967466906,0.6799042704360182,10.101111111111111,1,Returning_Flyers,14.856666666666667,0.04576425423621393,0.6799042704360182,0.06730984967466906,14.856666666666667
2024-07-17,Smoothie,Google Ads,Fall,Returning,183.93,5,172.57,Wednesday,July,2024,0.02718425487957375,0.9382373729136083,34.513999999999996,1,Returning_Google Ads,36.786,0.025505283882825212,0.9382373729136083,0.02718425487957375,36.786
2024-07-19,Coffee,Google Ads,Fall,New,96.0,8,230.89,Friday,July,2024,0.08333333333333333,2.4051041666666664,28.86125,0,New_Google Ads,12.0,0.2004253472222222,0.0,0.08333333333333333,12.0
2024-05-03,Smoothie,Referral,Spring,New,131.56,6,120.05,Friday,May,2024,0.04560656734569778,0.9125114016418364,20.008333333333333,0,New_Referral,21.926666666666666,0.041616512692695486,0.0,0.04560656734569778,21.926666666666666
2025-04-24,Smoothie,Google Ads,Winter,New,38.9,1,26.37,Thursday,April,2025,0.02570694087403599,0.677892030848329,26.37,0,New_Google Ads,38.9,0.017426530355998178,0.0,0.02570694087403599,38.9
2025-01-25,Coffee,Google Ads,Spring,Returning,25.63,4,157.98,Saturday,January,2025,0.15606710885680844,5.815488989814098,39.495,1,Returning_Google Ads,6.4075,0.5606004644868534,3.2240023204473434,0.15606710885680844,6.4075
2024-07-01,Pastry,Flyers,Fall,Returning,180.21,4,143.63,Monday,July,2024,0.02219632650796293,0.7970145940846789,35.9075,1,Returning_Flyers,45.0525,0.017690796161915073,0.7970145940846789,0.02219632650796293,45.0525
2025-02-23,Pastry,Flyers,Summer,New,31.98,1,12.8,Sunday,February,2025,0.031269543464665414,0.4002501563477173,12.8,0,New_Flyers,31.98,0.012515639660654075,0.0,0.031269543464665414,31.98
2024-06-26,Sandwich,Google Ads,Summer,New,176.88,1,11.02,Wednesday,June,2024,0.005653550429669833,0.06230212573496156,11.02,0,New_Google Ads,69.695,0.0003522282097182359,0.0,0.005653550429669833,176.88
2024-07-16,Smoothie,Instagram,Fall,New,68.18,1,35.08,Tuesday,July,2024,0.014667057788207684,0.5145203872103256,35.08,0,New_Instagram,68.18,0.007546500252424838,0.0,0.014667057788207684,68.18
2024-10-25,Smoothie,Referral,Summer,New,195.26,5,217.04,Friday,October,2024,0.025606883130185394,1.1115435829150875,43.408,0,New_Referral,39.052,0.028463166621814185,0.0,0.025606883130185394,39.052
2025-02-07,Smoothie,Referral,Summer,New,114.93,2,97.69,Friday,February,2025,0.017401896806751936,0.8499956495257982,48.845,0,New_Referral,57.465,0.014791536579236026,0.0,0.017401896806751936,57.465
2024-11-14,Pastry,Flyers,Fall,Returning,39.24,1,31.65,Thursday,November,2024,0.0254841997961264,0.8065749235474006,31.65,1,Returning_Flyers,39.24,0.020554916502227332,0.8065749235474006,0.0254841997961264,39.24
2024-09-09,Smoothie,Flyers,Spring,Returning,157.57,9,424.24,Monday,September,2024,0.05711747159992384,2.6923906835057436,47.13777777777778,1,Returning_Flyers,17.507777777777775,0.15378254840103886,2.6923906835057436,0.05711747159992384,17.507777777777775
2025-03-17,Coffee,Instagram,Fall,New,119.12,5,98.52,Monday,March,2025,0.04197447951645399,0.8270651443922095,19.704,0,New_Instagram,23.824,0.03471562896206386,0.0,0.04197447951645399,23.824
2024-05-11,Coffee,Instagram,Spring,Returning,63.57,3,140.82,Saturday,May,2024,0.04719207173194903,2.2151958470976876,46.94,1,Returning_Instagram,21.19,0.10453968131654967,2.2151958470976876,0.04719207173194903,21.19
2024-07-19,Smoothie,Flyers,Fall,Returning,131.9,3,101.9,Friday,July,2024,0.022744503411675512,0.7725549658832449,33.96666666666667,1,Returning_Flyers,43.96666666666667,0.017571379057238323,0.7725549658832449,0.022744503411675512,43.96666666666667
2024-05-05,Pastry,Instagram,Spring,New,68.44,2,95.8,Sunday,May,2024,0.029222676797194622,1.3997662185856226,47.9,0,New_Instagram,34.22,0.04090491579735893,0.0,0.029222676797194622,34.22
2024-10-22,Smoothie,Instagram,Summer,New,92.03,2,53.41,Tuesday,October,2024,0.021732043898728674,0.5803542323155493,26.705,0,New_Instagram,46.015,0.012612283653494497,0.0,0.021732043898728674,46.015
2024-08-14,Smoothie,Google Ads,Winter,New,116.67,6,275.37,Wednesday,August,2024,0.05142710208279763,2.3602468500899976,45.895,0,New_Google Ads,19.445,0.12138065570017986,0.0,0.05142710208279763,19.445
2024-07-21,Coffee,Instagram,Fall,New,99.1,3,127.24,Sunday,July,2024,0.03027245206861756,1.2839556004036328,42.413333333333334,0,New_Instagram,33.03333333333333,0.03886848437145206,0.0,0.03027245206861756,33.03333333333333
2025-03-06,Sandwich,Instagram,Fall,New,94.94,3,41.83,Thursday,March,2025,0.03159890457130819,0.4405940594059406,13.943333333333333,0,New_Instagram,31.646666666666665,0.01392228963785361,0.0,0.03159890457130819,31.646666666666665
2024-12-17,Sandwich,Referral,Winter,New,118.62,4,25.55,Tuesday,December,2024,0.033721126285617936,0.21539369414938458,6.3875,0,New_Referral,29.655,0.007263317961537162,0.0,0.033721126285617936,29.655
2024-06-17,Sandwich,Instagram,Summer,New,58.58,5,166.33,Monday,June,2024,0.08535336292249915,2.8393649709798567,33.266000000000005,0,New_Instagram,11.716,0.24234934883747497,0.0,0.08535336292249915,11.716
2024-12-30,Smoothie,Referral,Winter,New,80.06,4,194.84,Monday,December,2024,0.04996252810392206,2.4336747439420434,48.71,0,New_Referral,20.015,0.12159254279000967,0.0,0.04996252810392206,20.015
2024-07-18,Sandwich,Google Ads,Fall,Returning,49.12,7,137.28,Thursday,July,2024,0.14250814332247558,2.7947882736156355,19.611428571428572,1,Returning_Google Ads,7.017142857142857,0.39828008785239105,2.7947882736156355,0.14250814332247558,7.017142857142857
2024-11-14,Smoothie,Flyers,Fall,New,164.67,6,195.0,Thursday,November,2024,0.03643650938240117,1.184186554928038,32.5,0,New_Flyers,27.444999999999997,0.043147624519148775,0.0,0.03643650938240117,27.444999999999997
2025-01-18,Smoothie,Referral,Spring,New,20.71,7,104.56,Saturday,January,2025,0.18808314201505583,5.048768710767745,14.937142857142858,0,New_Referral,2.9585714285714286,0.5606004644868534,0.0,0.18808314201505583,2.9585714285714286
2025-04-03,Sandwich,Flyers,Winter,Returning,111.91,4,94.53,Thursday,April,2025,0.03574300777410419,0.8446966312215173,23.6325,1,Returning_Flyers,27.9775,0.030191998256510314,0.8446966312215173,0.03574300777410419,27.9775
2024-10-04,Smoothie,Referral,Summer,New,196.52,8,254.19,Friday,October,2024,0.04070832485243232,1.2934561367799715,31.77375,0,New_Referral,24.565,0.05265443259841122,0.0,0.04070832485243232,24.565
2024-12-12,Coffee,Flyers,Winter,Returning,39.84,10,217.05,Thursday,December,2024,0.18808314201505583,5.448042168674698,21.705000000000002,1,Returning_Flyers,3.9840000000000004,0.5606004644868534,3.2240023204473434,0.18808314201505583,3.9840000000000004
2025-03-04,Smoothie,Google Ads,Fall,New,166.87,6,144.96,Tuesday,March,2025,0.03595613351710913,0.8687001857733565,24.16,0,New_Google Ads,27.811666666666667,0.03123509986600431,0.0,0.03595613351710913,27.811666666666667
2025-01-26,Pastry,Instagram,Spring,Returning,100.16,4,33.8,Sunday,January,2025,0.039936102236421724,0.33746006389776356,8.45,1,Returning_Instagram,25.04,0.013476839612530492,0.33746006389776356,0.039936102236421724,25.04
2024-10-14,Sandwich,Referral,Summer,New,178.84,1,10.45,Monday,October,2024,0.0055915902482666065,0.05843211809438604,10.45,0,New_Referral,69.695,0.0003267284617221317,0.0,0.0055915902482666065,178.84
2024-09-22,Sandwich,Instagram,Spring,Returning,106.14,9,287.11,Sunday,September,2024,0.0847936687394008,2.7050122479743735,31.901111111111113,1,Returning_Instagram,11.793333333333333,0.22936791249076088,2.7050122479743735,0.0847936687394008,11.793333333333333
2024-08-25,Coffee,Flyers,Winter,New,10.06,4,29.56,Sunday,August,2024,0.18808314201505583,2.938369781312127,7.39,0,New_Flyers,2.515,0.5606004644868534,0.0,0.18808314201505583,2.515
2024-10-24,Pastry,Google Ads,Summer,Returning,104.15,5,100.22,Thursday,October,2024,0.04800768122899664,0.9622659625540085,20.044,1,Returning_Google Ads,20.830000000000002,0.04619615758780646,0.9622659625540085,0.04800768122899664,20.830000000000002
2024-05-29,Pastry,Google Ads,Spring,New,39.46,6,102.36,Wednesday,May,2024,0.15205271160669032,2.594019260010137,17.06,0,New_Google Ads,6.576666666666667,0.39442766244452154,0.0,0.15205271160669032,6.576666666666667
2024-12-06,Sandwich,Flyers,Winter,Returning,89.56,7,214.82,Friday,December,2024,0.07815989280928987,2.3986154533273782,30.68857142857143,1,Returning_Flyers,12.794285714285715,0.1874755267227741,2.3986154533273782,0.07815989280928987,12.794285714285715
2024-05-12,Smoothie,Google Ads,Spring,New,63.74,1,14.68,Sunday,May,2024,0.015688735487919672,0.2303106369626608,14.68,0,New_Google Ads,63.74,0.0036132826633614805,0.0,0.015688735487919672,63.74
2024-11-28,Smoothie,Referral,Fall,New,73.25,5,95.86,Thursday,November,2024,0.06825938566552901,1.308668941979522,19.172,0,New_Referral,14.65,0.08932893801908001,0.0,0.06825938566552901,14.65
2024-08-27,Coffee,Referral,Winter,Returning,139.56,8,214.21,Tuesday,August,2024,0.05732301519059903,1.534895385497277,26.77625,1,Returning_Referral,17.445,0.08798483149884076,1.534895385497277,0.05732301519059903,17.445
2025-03-02,Coffee,Google Ads,Fall,Returning,90.09,1,22.84,Sunday,March,2025,0.0111000111000111,0.2535242535242535,22.84,1,Returning_Google Ads,69.695,0.0028141220282412423,0.2535242535242535,0.0111000111000111,90.09
2024-05-25,Coffee,Google Ads,Spring,Returning,100.08,2,56.84,Saturday,May,2024,0.019984012789768187,0.5679456434852119,28.42,1,Returning_Google Ads,50.04,0.011349833003301599,0.5679456434852119,0.019984012789768187,50.04
2025-04-09,Pastry,Google Ads,Winter,New,117.52,10,56.33,Wednesday,April,2025,0.08509189925119129,0.47932266848196053,5.633,0,New_Google Ads,11.751999999999999,0.04078647621527915,0.0,0.08509189925119129,11.751999999999999
2025-01-24,Smoothie,Google Ads,Spring,New,28.41,7,136.73,Friday,January,2025,0.18808314201505583,4.812741992256248,19.532857142857143,0,New_Google Ads,4.058571428571429,0.5606004644868534,0.0,0.18808314201505583,4.058571428571429
2025-03-21,Smoothie,Instagram,Fall,Returning,154.02,6,220.03,Friday,March,2025,0.03895597974289053,1.4285807038047007,36.67166666666667,1,Returning_Instagram,25.67,0.05565176095850022,1.4285807038047007,0.03895597974289053,25.67
2024-11-08,Coffee,Google Ads,Fall,New,194.99,2,18.32,Friday,November,2024,0.010256936253141186,0.09395353607877327,9.16,0,New_Google Ads,69.695,0.0009636754303171779,0.0,0.010256936253141186,97.495
2025-01-24,Pastry,Flyers,Spring,New,151.26,1,21.82,Friday,January,2025,0.006611133148221606,0.14425492529419542,21.82,0,New_Flyers,69.695,0.0009536885184066868,0.0,0.006611133148221606,151.26
2025-04-24,Coffee,Referral,Winter,Returning,142.32,1,42.32,Thursday,April,2025,0.0070264193367060145,0.29735806632939854,42.32,1,Returning_Referral,69.695,0.0020893624671823956,0.29735806632939854,0.0070264193367060145,142.32
2024-12-20,Sandwich,Google Ads,Winter,New,36.97,5,168.44,Friday,December,2024,0.1352447930754666,4.556126589126318,33.688,0,New_Google Ads,7.394,0.5606004644868534,0.0,0.1352447930754666,7.394
2024-06-12,Smoothie,Flyers,Summer,New,61.46,8,343.83,Wednesday,June,2024,0.13016596160104132,5.594370322160755,42.97875,0,New_Flyers,7.6825,0.5606004644868534,0.0,0.13016596160104132,7.6825
2025-01-26,Sandwich,Instagram,Spring,Returning,99.57,4,95.99,Sunday,January,2025,0.04017274279401426,0.9640453951993573,23.9975,1,Returning_Instagram,24.8925,0.03872834770309761,0.9640453951993573,0.04017274279401426,24.8925
2024-10-14,Sandwich,Google Ads,Summer,Returning,11.53,2,60.85,Monday,October,2024,0.17346053772766695,5.277536860364267,30.425,1,Returning_Google Ads,5.765,0.5606004644868534,3.2240023204473434,0.17346053772766695,5.765
2025-03-03,Coffee,Referral,Fall,Returning,116.56,8,375.98,Monday,March,2025,0.06863417982155114,3.2256348661633494,46.9975,1,Returning_Referral,14.57,0.22138880344292036,3.2240023204473434,0.06863417982155114,14.57
2024-08-22,Sandwich,Flyers,Winter,New,49.19,8,280.23,Thursday,August,2024,0.16263468184590366,5.696889611709698,35.02875,0,New_Flyers,6.14875,0.5606004644868534,0.0,0.16263468184590366,6.14875
2024-05-06,Sandwich,Referral,Spring,New,31.93,1,46.08,Monday,May,2024,0.03131850923896023,1.4431569057312872,46.08,0,New_Referral,31.93,0.04519752288541457,0.0,0.03131850923896023,31.93
2025-01-17,Coffee,Referral,Spring,New,167.14,3,121.07,Friday,January,2025,0.017949024769654185,0.7243628096206773,40.35666666666666,0,New_Referral,55.71333333333333,0.013001606012097837,0.0,0.017949024769654185,55.71333333333333
2025-02-07,Coffee,Google Ads,Summer,Returning,167.29,1,23.81,Friday,February,2025,0.0059776436128878,0.1423276944228585,23.81,1,Returning_Google Ads,69.695,0.0008507842335038466,0.1423276944228585,0.0059776436128878,167.29
2024-11-15,Smoothie,Instagram,Fall,Returning,80.36,7,173.45,Friday,November,2024,0.08710801393728224,2.158412145345943,24.77857142857143,1,Returning_Instagram,11.48,0.18801499523919366,2.158412145345943,0.08710801393728224,11.48
2024-12-29,Smoothie,Referral,Winter,Returning,87.34,6,78.72,Sunday,December,2024,0.06869704602702084,0.9013052438745134,13.12,1,Returning_Referral,14.556666666666667,0.06191700782284269,0.9013052438745134,0.06869704602702084,14.556666666666667
2024-09-08,Coffee,Instagram,Spring,Returning,75.83,3,90.79,Sunday,September,2024,0.039562178557299224,1.1972833970723988,30.263333333333335,1,Returning_Instagram,25.276666666666667,0.04736713953866803,1.1972833970723988,0.039562178557299224,25.276666666666667
2024-11-21,Sandwich,Flyers,Fall,Returning,190.63,5,204.13,Thursday,November,2024,0.02622882022766616,1.0708178146146987,40.826,1,Returning_Flyers,38.126,0.028086287956111282,1.0708178146146987,0.02622882022766616,38.126
2025-01-01,Smoothie,Referral,Spring,Returning,21.93,2,73.28,Wednesday,January,2025,0.09119927040583675,3.3415412676698586,36.64,1,Returning_Referral,10.965,0.30474612564248593,3.2240023204473434,0.09119927040583675,10.965
2025-02-08,Smoothie,Referral,Summer,Returning,164.65,2,38.88,Saturday,February,2025,0.01214697843911327,0.236137260856362,19.44,1,Returning_Referral,69.695,0.002868354216293495,0.236137260856362,0.01214697843911327,82.325
2025-01-13,Coffee,Instagram,Spring,Returning,182.42,9,404.88,Monday,January,2025,0.04933669553776999,2.219493476592479,44.986666666666665,1,Returning_Instagram,20.26888888888889,0.10950247390270977,2.219493476592479,0.04933669553776999,20.26888888888889
2024-05-18,Coffee,Instagram,Spring,Returning,122.63,1,13.27,Saturday,May,2024,0.008154611432765229,0.10821169371279458,13.27,1,Returning_Instagram,69.695,0.0008824243147092439,0.10821169371279458,0.008154611432765229,122.63
2024-10-07,Pastry,Google Ads,Summer,Returning,33.6,3,38.2,Monday,October,2024,0.08928571428571429,1.1369047619047619,12.733333333333334,1,Returning_Google Ads,11.200000000000001,0.1015093537414966,1.1369047619047619,0.08928571428571429,11.200000000000001
2024-08-17,Pastry,Referral,Winter,New,117.49,7,213.47,Saturday,August,2024,0.059579538684143334,1.8169205889862967,30.495714285714286,0,New_Referral,16.784285714285712,0.10825129051752555,0.0,0.059579538684143334,16.784285714285712
2024-10-23,Coffee,Flyers,Summer,Returning,168.29,3,56.14,Wednesday,October,2024,0.017826371145047242,0.33359082536098406,18.713333333333335,1,Returning_Flyers,56.096666666666664,0.00594671386346754,0.33359082536098406,0.017826371145047242,56.096666666666664
2024-12-17,Sandwich,Instagram,Winter,New,39.85,5,54.01,Tuesday,December,2024,0.12547051442910914,1.355332496863237,10.802,0,New_Instagram,7.970000000000001,0.17005426560391929,0.0,0.12547051442910914,7.970000000000001
2024-07-10,Coffee,Referral,Fall,New,26.24,7,299.85,Wednesday,July,2024,0.18808314201505583,5.815488989814098,42.83571428571429,0,New_Referral,3.748571428571428,0.5606004644868534,0.0,0.18808314201505583,3.748571428571428
2025-01-04,Pastry,Flyers,Spring,Returning,91.82,6,62.35,Saturday,January,2025,0.0653452406883032,0.6790459594859508,10.391666666666667,1,Returning_Flyers,15.303333333333333,0.04437242166102924,0.6790459594859508,0.0653452406883032,15.303333333333333
2024-10-10,Coffee,Referral,Summer,New,156.76,7,329.19,Thursday,October,2024,0.04465424853278898,2.099961724929829,47.027142857142856,0,New_Referral,22.39428571428571,0.09377221277436083,0.0,0.04465424853278898,22.39428571428571
